Оценка;Отзыв
5;Люблю альгинатные маски, для меня это SOS-средство, с помощью которого можно быстро освежить цвет лица и увлажнить кожу. Эта масочка очень понравилась, легко разводится водой, без комочков. Наносить нужно как можно быстрее, пока она не начала застывать. Иногда развожу её тоником для лица, тоже хорошо действует!
5;"По моему мнению, тканевые маски должны обязательно входить в арсенал уходовой косметики любой девушки! Приятным бонусом является то, что данный продукт абсолютно не мешает совмещать любимое дело с приятными уходовыми процедурами, согласитесь, что в ритме современной жизни это важное достоинство ?:)
Поподробнее о данном продукте, прежде всего хочу порекомендовать носить данную маску до получаса, в..."
5;Пробовала данный продукт! Отличная процедура для лица за свою стоимость)) Правда, неправильно указано название, это не скраб, а пилинг-скатка. Очень хорошо, быстро скатывается, не жидкая. Во втором отсеке гелевая маска очень вкусно пахнущая лимоном.Замечательный вариант, если хотите освежить вид кожи перед выходом, вечеринкой. После кожа свежая, отдохнувшая. Куплю ещё!
3;Положительного эффекта от маски не  заметила, а вот на следующий день начались легкие покраснения, раздражения. Не исключаю, что в составе есть что-то, на что у меня индивидуальная непереносимость. Но заказывать эту маску больше не буду.
5;Давно люблю эту маску, одна из лучших у этой марки. Запах очень приятный, текстура глиняная, но чувствуется наличие кунжутного масла. Кожу улучшает за одно применение, хотя я саше делю, остатки в холодильник и потом ещё использую, правда, долго не храню. Даже раздражённой коже помогает. В моём случае- очень эффективное средство. Буду покупать.
2;Эффекта не заметила, запах маски так себе. Больше не возьму
4;Средняя маска, хорошо пропитана, удобно использовать, размер полотна идеально подошел, есть вытачки, чтобы отрегулировать маску по лицу. Слегка увлажняет кожу лица, немного осветляет общий тон, оставляет после себя липкость. Приятный запах. Увлажняет не на 100 процентов, всё-таки хочется нанести увлажняющий крем после использования.
4;Маска обладает приятным ароматом. В упаковке имеет желтоватый оттенок, на лице абсолютно прозрачная. Наносила кистью, чуть липковата. Распаривающий эффект только когда наносишь, либо массируешь руками. Смывается очень легко. Каких-либо видимых кардинальных изменений нет, но черные точки на носу стали светлее. После маски хочется дополнительно протереть лицо тоником и нанести увлажняющий крем.
2;Пахнет спиртом, по консистенции как клей, никакого очищения, не говоря уж о глубоком.
5;Маска понравилась. Первое, что отметили - запах приятный. Но она и с заявленными требованиями справляется. Лицо действительно очищается. Это и заметно, и чувствуется. В любом случае (кожа у всех разная) за такие деньги... Попробуйте. Думаю, вы тоже останетесь довольны)
5;Я даже не вспомню, сколько раз уже покупала эту маску! Это воистину мой must have. Одной упаковки хватает раза на 4. Аромат приятный, свежий. Со своей задачей маска справляется на ура. После применения кожа чистая, свежая, я бы даже сказала, что посвежевшая. Кожа у меня чувствительная комбинированная, ни разу не было ни аллергии, ни раздражения. Мама- обладательница зрелой кожи тоже осталась довол...
5;"Маску взяла из за милого дизайна -бочонка с вином. Упаковка пластиковая, смотрится очень натурально и мило) Пахнет приятно! Виноградом и немного действительно вином белым, но не сильно, не химозно, а очень даже приятно) Имелась небольшая ложечка в комплекте. 
Маска гелевая, хорошо распределяется по коже. Не течёт. Как только наношу, чувствуется конечно липкость, затем она немного впитывается и ос..."
5;Очень качественная маска для лица. Все что заявлено производитель все она выполняет. Она действительно. Сужает поры, очень хорошо очищает. Классно увлажняет. Правда маленькая баночка,  дороговато, выходит. Однозначно я ее Вам рекомендую. Она стоит своих действительно денег.
5;Это божественный скраб, девочки какой у него аромат мммм.... Так и хочется его съесть. А эффект супер. Очень хорошо скрабирует, крупный частички. Кожа именно после него у меня как у ребенка)))) грубые участки кожи,  спасает. И мне хватает его на долго. Однозначно его рекомендую...
2;Данная мамка происходит странное впечатление. В ней очень много жидкости, это плюс! НО эффекта сияния и снятия усталости я не увидела. держала маску около 25 минут, не было неприятных ощущений, но после использования маски лицо стало красным, не как аллергия, а просто как будто обгорела. Это было бы логичным, если бы маска была б красной ( томатная же), но жидкость в ней прозрачная. Что то в ее со...
4;Эта единственная угольная маска, которую я попробовала. Как-то у меня остались смешанные впечатления после нее. Ничего такого она из меня не вытянула. Возможно, было нечего. Но пленка черная с точечками от прыщей и прочих мелочей вызвала у меня какие-то жуткие ощущения
5;маска шикарная ,одного саше хватает на 3 раза ,увлажняет лицо супер
5;Отличная маска, эффект сразу на лицо! Буду пользовать на регулярной основе!
5;Очень хорошая масочка - отлично питает и увлажняет кожу, а если перед использованием немножко в холодильнике подержать, так и от синячков и отеков поможет избавиться.
5;Самая лучшая маска с гиалуроновой кислотой на мой взгляд! Ткань маски очень хорошо пропитана,нанесла я её на лицо на большое время чем указано производителем, на 2 часа,кожа прям стала напитываться составом маски! После снятия кожа была увлажнена, пропала сухость, кожа выглядела здоровой! Буду покупать ещё эту маску и советую всем её попробовать!!!!
3;Вот здесь уже спорный продукт,ощущения,как от детского крема,как будто вазелин на лице...Возможно она слишком для меня питательная,и подойдет для сухой или очень сухой кожи,но оставлю ка я ее на зимушку)))дам последний шанс
5;"Действительно работающая маска.
С недавних пор полюбила данный бренд, все началось с пилинга,понемногу прощупываю почву по бренду,есть минусы и пустые продукты,но данная маска с первого сеанса приводит в кожу порядок.
При нанесении первые минуты пощипывает,потом начинается впитываться,лицо свежее,увлажненное.
лучше использовать курсами,результат не заставит себя ждать"
5;Масочка хорошая. Не вау эффект, но кожу она неплохо питает и увлажняет. Немного убирает покраснения. Мне понравилось
5;Приятная масочка!! Буду брать еще
5;Маска имеет очень приятную кремовую текстуру, с приятным и не резким ягодным ароматом. Тканевая основа прекрасно ложится на лицо и имеет приятную фактуру, мягкая, приятная. Пропитки там достаточно. После снятия кожа мягкая, бархатистая.
5;Маска заметно визуально подтягивает овал лица- если делать регулярно
4;Эта маска и огуречная - мои фавориты. Обе примерно одинаково увлажняют, успокаивают, не вызывают аллергию. И снова всё тот же минус - пока откроешь, пока развернешь маску, жидкости вытечет из пачки. В целом продукт удачный, но особой сверхкрутой упругости кожи от него я не заметила.
2;Эта маска, как и маска с коэнзимом q10, вызвала у меня ад на лице. Накладываю, проходит секунд 5 - жжение и покраснение, вокруг носа и щеки, нарастает, усиливается... Ждать на этот раз не стала, через полминуты сняла и срочно умываться ледяной водой. Понятия не имею, на какой компонент такая реакция у моей кожи, но имейте в виду, что такое может быть и у вас.
4;Маска очень понравилась. Увлажнение ощущаю, кожа приятная потом, но нужно промассировать лицо, чтобы впитались остатки жидкости. Раздражения не вызвала. Открывать неудобно, за это снимаю звезду - все маски бренда лично для меня очень неудобно сложены в упаковке.
2;Первая маска Скинлайт, от которой лично у меня пошла дичайшая аллергия. Только наложила ткань на лицо, начало жечь щеки и вокруг носа. Жжение со временем увеличивалось, усиливалось, жгло уже все лицо, кожа покраснела. Минута - и я содрала маску и начала умываться ледяной водой. Не знаю, почему так, но мне продукт не подошел, видимо. Будьте осторожны.
3;Хорошая увлажняющая маска, но эффекта разглаживания не заметила. В принципе, не могу сказать, что и само увлажнение какое-то чудесное, не заметила никакой магии. Запах приятный, а вот достать и развернуть маску, раскрыв упаковку, неудобно - половина жидкости стекает по рукам, половина еще куда-то. Средний продукт, обычный, без восторга или недовольства.
4;Эта маска так же не особо делает все то, что так обещает изготовитель. Волшебного глубокого очищения не дала, черные точки на месте, воспаления все так же. Плюс она забила мне раковину, когда я долго ей пользовалась, что вообще удивило. Пахнет странно, ощущение, что как намазался, как смылся - никаких изменений, кроме того, что твое лицо минут 15 было зеленое. Не понравилась маска, в общем.
5;Данная маска на мой взгляд хорошо подойдет для сухой или склонной к сухости и шелушениям коже. Благодаря своему составу она сможет хорошо увлажнить и напитать верхние слои кожи. На коже жирной и не нуждающейся в хорошем увлажнении может не до конца впитываться, оставлять ощущение пленки на лице. Сама масочка представляет из себя приятную тонкую ткань, пропитанную составом, довольно влажную (состав...
4;Никакого отбеливания нет. Увлажняет средне. Я бы сказала продукт спорный. Брать точно больше не буду. На сайте представлены более достойные маски
5;хорошая тканевая маска. Хорошо увлажняет , выравнивает цвет кожи. Не знаю поможет ли при чем- то серьезном, но для увлажнения хороша
5;Маска с органическим составом порадует любителей органической косметики, при нанесении на кожу маска становится похожа чем-то на крем, но тем не менее маска хорошо увлажняет и питает кожу, кожа после нанесения становится бархатной, а так же придаёт сияние коже.
4;Первое впечатление от маски было -вау! У меня на лице остались большие пятна и рубцы постакне, их даже не каждый тональный крем маскирует. Наложила я масочку эту, она тоненькая, прозрачная, почти невидимая, а сквозь неё проглядывает моя кожа -розовая и ровненькая вся, как у младенца, я таким своё лицо уже много лет не видела))) понравился эффект)) но после снятия маски конечно всё осталось на свои...
5;"Отличная маска,  покупаю не первый  раз. Прекрасно восстанавливает уставшую,  сухую, обезвоженную  кожу; освежает и выравнивает цвет лица. Хорошо успокаивает кожу после  пилингов. В полную  силу работает в комплексе с ампулами Teana. Пакетика хватает в среднем  на 2 применения."
5;"Отличная маска,которая дает эффект отдохнувшего и момолодевшего лица быстро.
Применяла перед свадьбой и на выписке из роддома)"
5;Мне нравится, хорошо очищает и как маска, и как скраб, а вот как гель не представляю, он ведь скрабирует при любом раскладе. Использую с гелем для лица с щеткой чистая кожа актив для жирной кожи, вместе они уже не в первый раз спасают мою кожу.
2;Спорный продукт. У меня комби кожа, ей тоже нужно увлажнение и влага. Кожа не очень чувствительная, но от некоторых тканевых масок была аллергия (от Скинлайта). От этой после использования у меня щиплет и колет всё лицо. Могу понять лёгкий дискомфорт в пересушенных зонах - около носа, губ, но чтобы всё лицо вообще? Продукт явно аллергичен. Запах странный, показался химическим. Волшебного увлажнени...
5;Мамочка отличная! Наношу на очищенное сухое лицо, жду как указано на этикетке. Снимаю, и..... моя кожа на лице пищит ! Маска отлично питает , не оставляяя жирного блеска или пленки после. Даже не требуется наносить увлажняющий крем. Приемущественно наношу перед сном. Утром цвет кожи ровный, сидящий! Попробуйте! Очень бюджетный и удобный вариант ! Рекомендую!
5;Этой маской пользуется моя подруга с довольно смуглой кожей для того чтобы осветлить ее. У меня у самой кожа светлая так что в этой маске у меня нужды нет, но когда вижу данную маску в продаже всегда ее покупаю в подарок подруге так как в наших магазинах ее сразу раскупают. Маска кожу действительно осветляет, плюс ею лучше пользоваться с дневным кремом из данной линейки. Это наверно лучшее средств...
5;Очень понравилась эта маска - сужает поры, выравнивает цвет лица, делает кожу ухоженной и отдохнувшей. Определенно буду заказывать еще.
4;"Маска хорошая, из плотной ткани. Аромат мне кажется на любителя - как и заявленно винный. После снятия маски немного жгло лицо, но быстро все прошло. 
Единственный минус: средство очень быстро испарялось с маски. За 15 минут она была уже почти сухая."
5;Замечательная маска. Очищает поры! Еще у этой серии есть затирка пор. Наношу перед макияжем - лицо становится гладкое. Советую!
5;Волшебница!текстура наинежнейшая,впитывается мгновенно, уходят отёки, подтягивает кожу, Увлажняет,питает,освежает,отбеливает! Все эти функции эта маска реально выполняет! Бывают бессонын ночи,(у меня маленький ребёнок),корпоратив, стресс понервничала это маска просто скорая помощь! Её не нужно смывать водой, если перед нанесением макияжа то просто протереть диском с пропитанным тоником или термаль...
5;Просто божественная маска. После использования этой маски я не узнала свое лицо оно было свеженькое, напитанное, подтянутое. А  также после этой маски все высыпания погасли и от них остались только следы. Очень советую эту маску.
5;Маска хорошая, но эффект не надолго. Объем у нее оказался маленький, поэтому использую перед каким-либо важным мероприятием. Либо как вариант можно использовать точечно, на проблемные места. Она обладает отбеливающим эффектом. Хорошо увлажняет кожу.
5;Обычная маска. Ни чего сверхъестественного в ней нет. Но коже вроде понравилась
5;"Наслушавшись от знакомых/подруг о чудодейственности альгинатных масок, заказала себе, и готова присоединиться к их хвалебным отзывам
использовала  с нанесением сыворотки этой же фирмы клеточное омоложение, хоть возраст еще не для морщин, привлекло обещание увлажнения на упаковке сыворотки
Процедура заняла порядка получаса,то ли я толстым слоем нанесла, то ли так и должно быть, сравнить не с чем..."
5;Интересно было попробовать такую масочку. Ну, ожидать чуда было бы как минимум глупо, но в целом маска не плохая. Освежает область вокруг глаз, устраняет следы усталости, как пне показалось, неплохо устраняет припухлости и разлаживаем мелкие морщинки. И ещё приятным бонусом было то, что в паре с этой тканевой маской идёт вторым этапом специальный крем для кожи век. Именно в тандеме, как мне показа...
5;Это просто супер маска, шикарный аромат, хорошо напитывает кожу. Настоящий антистресс))) Рекомендую!!
3;Не поняла средства. Нос нормально не очистил, как обычные носовые полоски.
5;Очень радует упаковка маски, в виде настоящего банана), а также аромат. Он потрясающий! Не химический, натурального сочного, сладкого, бананового пюре. Носик узкий, маска выходит хорошо. Наношу на ночь в виде плотного крема, через время она впитывается.  На утро кожа увлажнённая, напитанная, сияющая. Жаль объём маловат, всего 85 мл, а цена кусается(
5;из плюсов только цена, из минусов, неудобно накладывать на глаза, щипет долго как написано 20 минут невозможно держать. может быть у меня непереносимость просто.
5;Маска мне не понравилась,  запах мужского дешового одикалона. Она ничено не делает. К сожилению. Не кому ее не рекомендую..
5;"Эффект от применения маски меня порадовал. Во-первых, маска не стягивает кожу и не доставляет дискомфорт. Она тонизирует и увлажняет, делает кожу более мягкой, свежей. После использования маски кожа очень приятная на ощупь. Хотелось бы отметить, что маска не забивает поры, что для меня крайне важно. 

Мне эта маска очень понравилась и я безусловно рекомендую её к покупке."
5;Самым эффективным из четырех яичек для меня оказалось белое. Оно хорошо выравнивает цвет лица и осветляет черные точки на носу. Красное очень пересушивает кожу, зеленое, наоборот, очень мягкое, от него я вообще не увидела какого-либо эффекта. Черное оказалось тоже неплохим, но на жирность кожи не повлиял, жирный блеск убирает совсем не надолго.
5;Очень любопытная маска с крупными соляными частичками. В парную я не хожу, использую маску после ванны. Эффект мне нравится. Кожу немного пощипывает (видимо, из-за соли), она немного краснеет. Но после маски кожа гладенькая,и нежная. Поры становятся чище, при регулярном использовании заметила, что уменьшилась сыпь на лбу, которая сопровождала меня довольно давно.
5;Пользуюсь этой маской второй год. Очень довольна результатом - кожа подтянутая, шелковистая, матовая. Маску делаю курсом.
5;Шикарная маска, хорошо пропитана.Во время процедуры очень приятные ощущения, после снятия маски кожа очень хорошо увлажнена и напитана! очень советую
5;Маска отличная,после нее кожа выглядит отдохнувшей,подтянутой,а главное ее не нужно смывать,она быстро впитывается и не оставляет неприятных ощущений на коже.
5;Маска хорошо увлажняет кожу.Ткань пропитана очень хорошо.Запах не раздражает.
5;Мне очень понравилась маска из водорослей! Данного пакета хватает на 3 применения! Кожа после него идеальная, ей хочется любоваться, ведь она такая шелковистая, цвет однородный, матовая, поры сужены. Ощущение словно вся усталость последних лет ластиком стёрта. Если вы задумались о средствах для омоложения и поддержания тонуса кожи, то эта маска должна быть у вас непременно!.
5;Универсальный препарат , для тех у кого проблемы.  Успокаивает покраснения , снимает  отёчность,  делает лицо более гладким и здоровым. Цвет состава- серый, нанесение считаю приятным и  успокаивающим.
5;Прекрасная маска! Ненавязчивый запах, стандартная консистенция, достаточно тонкого-тонкого слоя. Впитывается в течение получаса. Наутро лицо посвежевшее, кожа бархатная. Хорошо подходит для восстановления кожи после зимы - от сухости и стянутости после двух применений не осталось и следа. Поры не закупоривает, вообще хорошо подходит для комбинированной кожи.
5;Маска имеет нежную кремовую текстуру, приятную парфюмерную отдушку. Средство хорошо разносится кистью, не течет, не вызывает неприятных ощущений. Рекомендовано остатки маски убирать ватным диском, но я смываю спонжем теплой водой- мне так удобнее. После маски кожа увлажненная, напитанная, бархатистая. Маска имеет хороший состав, мне средство очень понравилось.
3;покупала для мамы, в принципе не плохая, но есть намного лучше и по меньшей стоимости, больше не куплю
4;Маска хорошо пропитана,она не только для лица но еще и для шее это конечно же +,запах приятный,цена не высокая. Кожа у меня проблемная и эта маска заявлена как очищающая,но очищения я никакого не заметила,хорошее увлажнение,покраснение не вызвала,смывается хорошо и ассортимент таких масок от Vilenta хороший.
5;"По словам производителя: хорошо подойдет для жирной и комбинированной кожи. Экстракт лимона обладает антибактериальным действием и способствует очищению кожи от ороговевших клеток.
Сам продукт: ткань приятная, тонкая (к коже отлично прилегает); запах свежий, не резкий; ткань очень хорошо пропитана
По факту: поры не сузила, но покраснения немного спали; увлажнила отлично. Использовала вечером, пе..."
4;Тканевая крем-маска «ГРАНАТ» с экстрактом гранатовых косточек и гиалуроновой кислотой что очень радует подходит для всех типов кожи,пропитана она довольно хорошо. Отдыхаю с ней 20 минут, а потом смываю водой, кожа после неё действительно становится гадкая,смывается хорошо,нет ощущения пленки а и цена не очень высокая. Это не первая маска от Vilenta,вполне не плохо
5;Действительно преображающая маска-пиллинг! Выполняет все обещания. Я обладательница комбинированного типа. С первого же применения поры на носу стали чище и заметно сузились. Уменьшилось выделение кожного сала в т-зоне. Цвет лица стал равномерным (даже помолодела). Сама кожа напиталась. От этой маски только восторг!
5;Праздник на моей улице!!! С масками от Природный элемент я знакома очень давно, но почему то в продаже их нет , свои я каждый год привозила из отпуска из Кисловодска, причем, попробовав там , скупала не то что упаковками, банками!!! есть у глиняных масок и такой формат упаковки. Лично я просто очень люблю все маски с глинами и грязями, но эти дают небывалое ощущение чистоты и свежести на лице, хор...
4;Для максимального эффекта советую перед маской смазать лицо либо гель-маской той же фирмы,либо нанести сыворотку,хотя мне понравился эффект и без всего,просто протерла тоником и нанесла маску,наносится по разному,либо разведу слишком жидко,либо слишком густая,но бывали маски и похуже..
5;Прекрасная маска плёнка,результат очень хороший, аккуратно убираем волосы со лба,висков повязкой чтоб при убирании застыашей плёнке не так было больно волосам у лба и висков, эта маска действительно работает не хуже других брендов, и отбеливает и поры сужает, и тонизирует,у меня вся линейка этой серии, результат виден на утро сразу же...Ставлю 5 звёзд.
5;Маска понравилась.Текстура нежная,быстро впитывается.Кожа после использования становится гладкой и более упругой.Использую как для лица,так и для рук ни ночь.Запах легкий,еле уловимый.Рекомендую.
5;Я любитель тканевых масок, пробую разные бренды, с разными эффектами. Эта  действительно увлажняет кожу, бодрит, после нее кожа гладкая, ровная, без шелушений.
5;Очень удобна в использовании, много геля. Эффект разглаживания после первого применения, приятный запах. Можно использовать несколько раз. Я довольна.
4;Лично я использовала эти фильтр-пакетики для отдыха глаз, особенно после трудного дня, или перед вечеринкой.Глазам реально становится легче, они  менее красные, взгляд  отдохнувший.Про отеки ничего не могу сказать, слава богу они бывают у меня крайне редко.
5;"Покупала эту маску на замену хита от Витекс Отбеливающая маска, который перестали выпускать.
Эта маска чуть слабее по эффекту, но результат заметный после первого же применений: верхний слой кожи отшелушивается, кожа становится гладкой, веснушки бледнее. Витекс все таки была лучшей: от нее цвет лица становился розовым, здоровым. От этой маски такого нет."
4;Такую маску брала уже давно,в этой упаковке 10 пакетиков самой консистенции там много хватит что бы нанести на лицо толстым слоем. Запах у этой маска приятный,наносится легко я наносила с помощью кисти,но не очень удобная упаковка-пакетик. Сама маска не плохая,подсушивает высыпания,кожа становится нежной и гладкой,брала я ее для устранения черных точек и в этом она мне к сожалению не помогла. В пр...
5;Попробовала эту масочку. Очень понравилось. Геля просто достаточно, после 20 минут использования положила обратно в упаковку, т.к. можно будет использовать еще раз. После маски лицо можно даже кремом не увлажнять, кожа гладкая и не нет эффекта стягивания. Мне понравилась маска, буду покупать еще.
5;Мне маска понравилась, белорусская косметика несмотря на демократичную цену, очень хорошо работает! Мимические морщинки действительно разглаживает, но не ждите чуда, чтобы за один раз все у вас ушло ( оно конечно уйдет, но эффект будет недолговечным). Надо делать курсом. Но в целом масочка очень хорошая, удобно брать с собой в поездки, буду заказывать еще!
5;Первая моя альгинантная маска и я не разочаровалась. Хоть про нее пишут что очень быстро сохнет не успевают наносить я такого не заметила. я успела и размешать и нанести на лицо ( при помощи чайной ложки, надо купить лопаточку или спец кисть) 25 минут я сидела боясь пошевелиться (ну мало ли что) и на моем лице такая была притяная проХлада. Лицо как от глиняной не стягивало. снялась очень легко и б...
5;Всем рекомендую этот чудесный шоколад для лица!Маской назвать это не возможно.Просто необыкновенное ощущение,великолепный уход,кожа становиться настолько нежной что не требует дополнительного питания.Результат великолепный,я просто в восторге.При нанесении не чувствуется дискамфорта,лёгкая невесомая масса легко впитывается ,ощущения приятные .Накупила всем своим подругам в подарок.Пусть себя побал...
4;Маска хорошо распределяется кистью, не подсыхает, не стягивает кожу, парфюмерная отдушка на любителя (похож на запах мыла). Средство увлажняет, смягчает кожу, лифтинг эффекта не заметила. В целом неплохое бюджетное средство.
5;Очень приятная и нежная консистенция маски, после нанесения не засыхает на лице, смывается легко. Результат: кожа чистая, подтянутая, гладкая и мягкая. После маски не требуется нанесение крема.
1;"Купила эту маску, в надежде на очищение пор. Пользовалась 2 раза. 
Минусы:
- ужасный, бешеный запах спирта, который просто разъедает  глаза
- проблемы с нанесением - наносится сложно, пятнами.
- дарит россыпь прыщей после использования
- плохо вытягивает загрязнения из пор
Плюсы:
 - только бюджетная стоимость."
4;Обычная глиняная маска, не пересушивает. Возможно, чем-то и полезна, но все эфирные масла, присутствующие в маске, в сочетании дают не очень приятный для меня запах. Хотя, не исключаю, что куплю ещё. Твёрдая четвёрка.
5;Лучшая маска этого производителя и вообще удачная. Кроме эфирных масел и водорослей, как указано, она содержит гликолевую кислоту и натуральные скрабирующие частицы. То есть и отшелушивает, и шлифует. Довольно редко такое встречается в одном средстве. При этом мою кожу не травмирует. Эффект профессиональной косметической процедуры дома. Очень люблю эту маску и буду покупать. Одно из самых эффектив...
4;Очень похожа на маску с маслом ши и какао этого производителя. Текстура кремовая, как с торта, запах тоже, цвет белый. Приятная масочка, но запаха гардении, как должно быть у средства с Монои де Таити, я не учуяла. Но в составе всё, что должно быть в Монои, заявлено, стало быть, есть. Наносить лучше кистью, хватит на два раза. Вскрытую советую хранить в холодильнике, и недолго, пару-тройку дней, н...
